index,Year,Age,Suicides
1966,2005,56,65
1967,2005,57,91
1968,2005,58,79
1969,2005,59,60
1970,2005,60,58
1971,2005,61,66
1972,2005,62,44
1973,2005,63,46
1974,2005,64,43
1975,2005,65,41
1976,2005,66,38
1977,2005,67,40
1978,2005,68,32
1979,2005,69,35
1980,2005,70,24
1981,2005,71,39
1982,2005,72,35
1983,2005,73,32
1984,2005,74,22
1985,2005,75,33
1986,2005,76,27
1987,2005,77,20
1988,2005,78,22
1989,2005,79,20
1990,2005,80,37
1991,2005,81,26
1992,2005,82,21
1993,2005,83,23
1994,2005,84,31
1995,2005,85,21
1996,2005,86,24
1997,2005,87,16
1998,2005,88,12
1999,2005,89,11
2000,2006,10,0
2001,2006,11,0
2002,2006,12,0
2003,2006,13,3
2004,2006,14,0
2005,2006,15,8
2006,2006,16,14
2007,2006,17,32
2008,2006,18,30
2009,2006,19,37
2010,2006,20,49
2011,2006,21,56
2012,2006,22,64
2013,2006,23,55
2014,2006,24,54
2015,2006,25,73
2016,2006,26,63
2017,2006,27,73
2018,2006,28,64
2019,2006,29,61
2020,2006,30,64
2021,2006,31,92
2022,2006,32,82
2023,2006,33,83
2024,2006,34,93
2025,2006,35,96
2026,2006,36,108
2027,2006,37,105
2028,2006,38,120
2029,2006,39,115
2030,2006,40,104
2031,2006,41,109
2032,2006,42,113
2033,2006,43,109
2034,2006,44,87
2035,2006,45,122
2036,2006,46,95
2037,2006,47,99
2038,2006,48,84
2039,2006,49,81
2040,2006,50,79
2041,2006,51,70
2042,2006,52,81
2043,2006,53,98
2044,2006,54,84
2045,2006,55,88
2046,2006,56,83
2047,2006,57,88
2048,2006,58,83
2049,2006,59,72
2050,2006,60,56
2051,2006,61,55
2052,2006,62,55
2053,2006,63,61
2054,2006,64,51
2055,2006,65,37
2056,2006,66,44
2057,2006,67,31
2058,2006,68,47
2059,2006,69,33
2060,2006,70,31
2061,2006,71,35
2062,2006,72,31
2063,2006,73,23
2064,2006,74,28
2065,2006,75,29
2066,2006,76,38
2067,2006,77,32
2068,2006,78,20
2069,2006,79,19
2070,2006,80,23
2071,2006,81,19
2072,2006,82,23
2073,2006,83,26
2074,2006,84,27
2075,2006,85,29
2076,2006,86,15
2077,2006,87,11
2078,2006,88,9
2079,2006,89,8
2080,2007,10,0
2081,2007,11,0
2082,2007,12,0
2083,2007,13,3
2084,2007,14,4
2085,2007,15,12
2086,2007,16,20
2087,2007,17,22
2088,2007,18,33
2089,2007,19,41
2090,2007,20,48
2091,2007,21,54
2092,2007,22,57
2093,2007,23,49
2094,2007,24,59
2095,2007,25,56
2096,2007,26,72
2097,2007,27,58
2098,2007,28,74
2099,2007,29,64
2100,2007,30,77
2101,2007,31,84
2102,2007,32,87
2103,2007,33,100
2104,2007,34,85
2105,2007,35,86
2106,2007,36,113
2107,2007,37,103
2108,2007,38,106
2109,2007,39,114
2110,2007,40,112
2111,2007,41,104
2112,2007,42,107
2113,2007,43,90
2114,2007,44,111
2115,2007,45,80
2116,2007,46,90
2117,2007,47,101
2118,2007,48,85
2119,2007,49,79
2120,2007,50,76
2121,2007,51,81
2122,2007,52,74
2123,2007,53,79
2124,2007,54,72
2125,2007,55,61
2126,2007,56,79
2127,2007,57,68
2128,2007,58,75
2129,2007,59,68
2130,2007,60,53
2131,2007,61,49
2132,2007,62,65
2133,2007,63,62
2134,2007,64,46
2135,2007,65,36
2136,2007,66,29
2137,2007,67,32
2138,2007,68,43
2139,2007,69,39
2140,2007,70,21
2141,2007,71,24
2142,2007,72,28
2143,2007,73,27
2144,2007,74,27
2145,2007,75,24
2146,2007,76,32
2147,2007,77,22
2148,2007,78,26
2149,2007,79,27
2150,2007,80,27
2151,2007,81,25
2152,2007,82,33
2153,2007,83,25
2154,2007,84,17
2155,2007,85,19
2156,2007,86,21
2157,2007,87,14
2158,2007,88,10
2159,2007,89,10
2160,2008,10,1
2161,2008,11,0
2162,2008,12,2
2163,2008,13,3
2164,2008,14,2
2165,2008,15,9
2166,2008,16,14
2167,2008,17,29
2168,2008,18,34
2169,2008,19,44
2170,2008,20,62
2171,2008,21,58
2172,2008,22,59
2173,2008,23,63
2174,2008,24,80
2175,2008,25,72
2176,2008,26,74
2177,2008,27,75
2178,2008,28,71
2179,2008,29,82
2180,2008,30,75
2181,2008,31,77
2182,2008,32,87
2183,2008,33,86
2184,2008,34,86
2185,2008,35,97
2186,2008,36,106
2187,2008,37,97
2188,2008,38,106
2189,2008,39,114
2190,2008,40,104
2191,2008,41,123
2192,2008,42,117
2193,2008,43,133
2194,2008,44,112
2195,2008,45,103
2196,2008,46,96
2197,2008,47,109
2198,2008,48,88
2199,2008,49,89
2200,2008,50,102
2201,2008,51,101
2202,2008,52,64
2203,2008,53,72
2204,2008,54,90
2205,2008,55,90
2206,2008,56,62
2207,2008,57,71
2208,2008,58,69
2209,2008,59,73
2210,2008,60,70
2211,2008,61,62
2212,2008,62,44
2213,2008,63,53
2214,2008,64,51
2215,2008,65,43
2216,2008,66,38
2217,2008,67,24
2218,2008,68,41
2219,2008,69,34
2220,2008,70,32
2221,2008,71,33
2222,2008,72,32
2223,2008,73,31
2224,2008,74,30
2225,2008,75,33
2226,2008,76,24
2227,2008,77,20
2228,2008,78,23
2229,2008,79,22
2230,2008,80,25
2231,2008,81,27
2232,2008,82,25
2233,2008,83,21
2234,2008,84,26
2235,2008,85,12
2236,2008,86,27
2237,2008,87,12
2238,2008,88,7
2239,2008,89,7
2240,2009,10,0
2241,2009,11,0
2242,2009,12,0
2243,2009,13,1
2244,2009,14,1
2245,2009,15,11
2246,2009,16,16
2247,2009,17,20
2248,2009,18,37
2249,2009,19,48
2250,2009,20,51
2251,2009,21,58
2252,2009,22,52
2253,2009,23,70
2254,2009,24,69
2255,2009,25,74
2256,2009,26,82
2257,2009,27,85
2258,2009,28,97
2259,2009,29,75
2260,2009,30,83
2261,2009,31,44
2262,2009,32,62
2263,2009,33,73
2264,2009,34,92
2265,2009,35,112
2266,2009,36,87
2267,2009,37,107
2268,2009,38,114
2269,2009,39,124
2270,2009,40,125
2271,2009,41,121
2272,2009,42,112
2273,2009,43,126
2274,2009,44,108
2275,2009,45,119
2276,2009,46,117
2277,2009,47,110
2278,2009,48,102
2279,2009,49,83
2280,2009,50,96
2281,2009,51,89
2282,2009,52,85
2283,2009,53,89
2284,2009,54,79
2285,2009,55,93
2286,2009,56,80
2287,2009,57,74
2288,2009,58,73
2289,2009,59,57
2290,2009,60,65
2291,2009,61,58
2292,2009,62,65
2293,2009,63,51
2294,2009,64,50
2295,2009,65,42
2296,2009,66,39
2297,2009,67,33
2298,2009,68,31
2299,2009,69,41
2300,2009,70,27
2301,2009,71,35
2302,2009,72,30
2303,2009,73,24
2304,2009,74,32
2305,2009,75,35
2306,2009,76,23
2307,2009,77,25
2308,2009,78,31
2309,2009,79,24
2310,2009,80,29
2311,2009,81,24
2312,2009,82,24
2313,2009,83,29
2314,2009,84,16
2315,2009,85,15
2316,2009,86,15
2317,2009,87,19
2318,2009,88,12
2319,2009,89,15
2320,2010,10,0
2321,2010,11,0
2322,2010,12,0
2323,2010,13,1
2324,2010,14,1
2325,2010,15,9
2326,2010,16,12
2327,2010,17,20
2328,2010,18,33
2329,2010,19,36
2330,2010,20,49
2331,2010,21,70
2332,2010,22,56
2333,2010,23,76
2334,2010,24,69
2335,2010,25,61
2336,2010,26,55
2337,2010,27,54
2338,2010,28,63
2339,2010,29,78
2340,2010,30,71
2341,2010,31,69
2342,2010,32,78
2343,2010,33,70
2344,2010,34,81
2345,2010,35,77
2346,2010,36,86
2347,2010,37,103
2348,2010,38,108
2349,2010,39,108
2350,2010,40,106
2351,2010,41,105
2352,2010,42,105
2353,2010,43,120
2354,2010,44,113
2355,2010,45,110
2356,2010,46,107
2357,2010,47,90
2358,2010,48,104
2359,2010,49,106
2360,2010,50,97
2361,2010,51,82
2362,2010,52,109
2363,2010,53,72
2364,2010,54,89
2365,2010,55,67
2366,2010,56,89
2367,2010,57,77
2368,2010,58,77
2369,2010,59,70
2370,2010,60,76
2371,2010,61,73
2372,2010,62,60
2373,2010,63,66
2374,2010,64,53
2375,2010,65,34
2376,2010,66,44
2377,2010,67,34
2378,2010,68,42
2379,2010,69,27
2380,2010,70,25
2381,2010,71,33
2382,2010,72,30
2383,2010,73,29
2384,2010,74,38
2385,2010,75,27
2386,2010,76,20
2387,2010,77,24
2388,2010,78,29
2389,2010,79,34
2390,2010,80,16
2391,2010,81,35
2392,2010,82,23
2393,2010,83,26
2394,2010,84,22
2395,2010,85,17
2396,2010,86,12
2397,2010,87,19
2398,2010,88,9
2399,2010,89,10
2400,2011,10,0
2401,2011,11,0
2402,2011,12,2
2403,2011,13,4
2404,2011,14,3
2405,2011,15,9
2406,2011,16,15
2407,2011,17,24
2408,2011,18,43
2409,2011,19,50
2410,2011,20,56
2411,2011,21,75
2412,2011,22,79
2413,2011,23,57
2414,2011,24,59
2415,2011,25,79
2416,2011,26,60
2417,2011,27,68
2418,2011,28,74
2419,2011,29,77
2420,2011,30,81
2421,2011,31,85
2422,2011,32,69
2423,2011,33,68
2424,2011,34,77
2425,2011,35,79
2426,2011,36,77
2427,2011,37,115
2428,2011,38,115
2429,2011,39,100
2430,2011,40,109
2431,2011,41,123
2432,2011,42,131
2433,2011,43,119
2434,2011,44,147
2435,2011,45,128
2436,2011,46,121
2437,2011,47,112
2438,2011,48,107
2439,2011,49,119
2440,2011,50,104
2441,2011,51,116
2442,2011,52,118
2443,2011,53,102
2444,2011,54,104
2445,2011,55,90
2446,2011,56,88
2447,2011,57,70
2448,2011,58,71
2449,2011,59,54
2450,2011,60,63
2451,2011,61,55
2452,2011,62,62
2453,2011,63,57
2454,2011,64,72
2455,2011,65,35
2456,2011,66,49
2457,2011,67,48
2458,2011,68,36
2459,2011,69,27
2460,2011,70,42
2461,2011,71,28
2462,2011,72,29
2463,2011,73,36
2464,2011,74,37
2465,2011,75,28
2466,2011,76,27
2467,2011,77,23
2468,2011,78,22
2469,2011,79,32
2470,2011,80,30
2471,2011,81,26
2472,2011,82,24
2473,2011,83,19
2474,2011,84,22
2475,2011,85,9
2476,2011,86,12
2477,2011,87,21
2478,2011,88,21
2479,2011,89,18
2480,2012,10,0
2481,2012,11,1
2482,2012,12,1
2483,2012,13,2
2484,2012,14,2
2485,2012,15,5
2486,2012,16,16
2487,2012,17,23
2488,2012,18,44
2489,2012,19,37
2490,2012,20,68
2491,2012,21,57
2492,2012,22,59
2493,2012,23,76
2494,2012,24,65
2495,2012,25,71
2496,2012,26,64
2497,2012,27,69
2498,2012,28,90
2499,2012,29,93
2500,2012,30,84
2501,2012,31,94
2502,2012,32,76
2503,2012,33,74
2504,2012,34,83
2505,2012,35,90
2506,2012,36,77
2507,2012,37,98
2508,2012,38,94
2509,2012,39,106
2510,2012,40,135
2511,2012,41,116
2512,2012,42,107
2513,2012,43,128
2514,2012,44,119
2515,2012,45,135
2516,2012,46,137
2517,2012,47,130
2518,2012,48,126
2519,2012,49,107
2520,2012,50,113
2521,2012,51,104
2522,2012,52,98
2523,2012,53,105
2524,2012,54,109
2525,2012,55,109
2526,2012,56,73
2527,2012,57,83
2528,2012,58,72
2529,2012,59,59
2530,2012,60,63
2531,2012,61,62
2532,2012,62,56
2533,2012,63,54
2534,2012,64,51
2535,2012,65,62
2536,2012,66,46
2537,2012,67,43
2538,2012,68,35
2539,2012,69,31
2540,2012,70,29
2541,2012,71,22
2542,2012,72,30
2543,2012,73,35
2544,2012,74,30
2545,2012,75,23
2546,2012,76,30
2547,2012,77,24
2548,2012,78,22
2549,2012,79,21
2550,2012,80,30
2551,2012,81,25
2552,2012,82,18
2553,2012,83,18
2554,2012,84,20
2555,2012,85,16
2556,2012,86,25
2557,2012,87,14
2558,2012,88,18
2559,2012,89,6
2560,2013,10,0
2561,2013,11,0
2562,2013,12,0
2563,2013,13,0
2564,2013,14,5
2565,2013,15,10
2566,2013,16,20
2567,2013,17,23
2568,2013,18,33
2569,2013,19,49
2570,2013,20,58
2571,2013,21,56
2572,2013,22,53
2573,2013,23,79
2574,2013,24,73
2575,2013,25,74
2576,2013,26,61
2577,2013,27,67
2578,2013,28,64
2579,2013,29,69
2580,2013,30,87
2581,2013,31,85
2582,2013,32,85
2583,2013,33,84
2584,2013,34,74
2585,2013,35,73
2586,2013,36,102
2587,2013,37,98
2588,2013,38,86
2589,2013,39,131
2590,2013,40,106
2591,2013,41,115
2592,2013,42,116
2593,2013,43,135
2594,2013,44,141
2595,2013,45,133
2596,2013,46,127
2597,2013,47,113
2598,2013,48,130
2599,2013,49,148
2600,2013,50,125
2601,2013,51,115
2602,2013,52,109
2603,2013,53,97
2604,2013,54,122
2605,2013,55,86
2606,2013,56,97
2607,2013,57,95
2608,2013,58,86
2609,2013,59,95
2610,2013,60,66
2611,2013,61,72
2612,2013,62,66
2613,2013,63,58
2614,2013,64,70
2615,2013,65,50
2616,2013,66,56
2617,2013,67,41
2618,2013,68,38
2619,2013,69,49
2620,2013,70,38
2621,2013,71,34
2622,2013,72,27
2623,2013,73,41
2624,2013,74,32
2625,2013,75,34
2626,2013,76,30
2627,2013,77,28
2628,2013,78,22
2629,2013,79,28
2630,2013,80,22
2631,2013,81,27
2632,2013,82,18
2633,2013,83,28
2634,2013,84,30
2635,2013,85,27
2636,2013,86,15
2637,2013,87,18
2638,2013,88,19
2639,2013,89,18
2640,2014,10,0
2641,2014,11,0
2642,2014,12,0
2643,2014,13,0
2644,2014,14,7
2645,2014,15,21
2646,2014,16,23
2647,2014,17,31
2648,2014,18,27
2649,2014,19,54
2650,2014,20,55
2651,2014,21,50
2652,2014,22,70
2653,2014,23,78
2654,2014,24,67
2655,2014,25,62
2656,2014,26,80
2657,2014,27,74
2658,2014,28,90
2659,2014,29,70
2660,2014,30,84
2661,2014,31,78
2662,2014,32,80
2663,2014,33,76
2664,2014,34,96
2665,2014,35,88
2666,2014,36,77
2667,2014,37,73
2668,2014,38,95
2669,2014,39,91
2670,2014,40,119
2671,2014,41,122
2672,2014,42,111
2673,2014,43,125
2674,2014,44,120
2675,2014,45,131
2676,2014,46,118
2677,2014,47,125
2678,2014,48,127
2679,2014,49,153
2680,2014,50,150
2681,2014,51,121
2682,2014,52,111
2683,2014,53,126
2684,2014,54,114
2685,2014,55,91
2686,2014,56,91
2687,2014,57,78
2688,2014,58,78
2689,2014,59,87
2690,2014,60,72
2691,2014,61,65
2692,2014,62,59
2693,2014,63,44
2694,2014,64,66
2695,2014,65,42
2696,2014,66,71
2697,2014,67,54
2698,2014,68,35
2699,2014,69,51
2700,2014,70,46
2701,2014,71,51
2702,2014,72,41
2703,2014,73,26
2704,2014,74,30
2705,2014,75,33
2706,2014,76,35
2707,2014,77,32
2708,2014,78,27
2709,2014,79,25
2710,2014,80,30
2711,2014,81,32
2712,2014,82,21
2713,2014,83,16
2714,2014,84,26
2715,2014,85,27
2716,2014,86,21
2717,2014,87,15
2718,2014,88,19
2719,2014,89,9
2720,2015,10,0
2721,2015,11,0
2722,2015,12,1
2723,2015,13,3
2724,2015,14,5
2725,2015,15,21
2726,2015,16,19
2727,2015,17,39
2728,2015,18,46
2729,2015,19,61
2730,2015,20,55
2731,2015,21,66
2732,2015,22,66
2733,2015,23,81
2734,2015,24,71
2735,2015,25,73
2736,2015,26,78
2737,2015,27,63
2738,2015,28,80
2739,2015,29,90
2740,2015,30,82
2741,2015,31,73
2742,2015,32,109
2743,2015,33,95
2744,2015,34,82
2745,2015,35,85
2746,2015,36,92
2747,2015,37,80
2748,2015,38,82
2749,2015,39,95
2750,2015,40,92
2751,2015,41,102
2752,2015,42,108
2753,2015,43,95
2754,2015,44,133
2755,2015,45,111
2756,2015,46,119
2757,2015,47,126
2758,2015,48,128
2759,2015,49,117
2760,2015,50,129
2761,2015,51,126
2762,2015,52,99
2763,2015,53,108
2764,2015,54,115
2765,2015,55,111
2766,2015,56,102
2767,2015,57,98
2768,2015,58,88
2769,2015,59,67
2770,2015,60,85
2771,2015,61,73
2772,2015,62,59
2773,2015,63,61
2774,2015,64,61
2775,2015,65,60
2776,2015,66,50
2777,2015,67,67
2778,2015,68,52
2779,2015,69,40
2780,2015,70,41
2781,2015,71,48
2782,2015,72,36
2783,2015,73,40
2784,2015,74,27
2785,2015,75,32
2786,2015,76,33
2787,2015,77,29
2788,2015,78,27
2789,2015,79,27
2790,2015,80,33
2791,2015,81,27
2792,2015,82,23
2793,2015,83,31
2794,2015,84,20
2795,2015,85,18
2796,2015,86,29
2797,2015,87,16
2798,2015,88,13
2799,2015,89,12
2800,2016,10,0
2801,2016,11,0
2802,2016,12,0
2803,2016,13,0
2804,2016,14,2
2805,2016,15,10
2806,2016,16,26
2807,2016,17,29
2808,2016,18,49
2809,2016,19,46
2810,2016,20,53
2811,2016,21,72
2812,2016,22,76
2813,2016,23,66
2814,2016,24,91
2815,2016,25,76
2816,2016,26,82
2817,2016,27,71
2818,2016,28,77
2819,2016,29,84
2820,2016,30,97
2821,2016,31,87
2822,2016,32,87
2823,2016,33,74
2824,2016,34,85
2825,2016,35,83
2826,2016,36,85
2827,2016,37,86
2828,2016,38,75
2829,2016,39,81
2830,2016,40,100
2831,2016,41,97
2832,2016,42,80
2833,2016,43,112
2834,2016,44,138
2835,2016,45,113
2836,2016,46,115
2837,2016,47,123
2838,2016,48,109
2839,2016,49,107
2840,2016,50,114
2841,2016,51,124
2842,2016,52,135
2843,2016,53,114
2844,2016,54,91
2845,2016,55,100
2846,2016,56,104
2847,2016,57,81
2848,2016,58,83
2849,2016,59,87
2850,2016,60,62
2851,2016,61,63
2852,2016,62,70
2853,2016,63,48
2854,2016,64,42
2855,2016,65,53
2856,2016,66,49
2857,2016,67,53
2858,2016,68,53
2859,2016,69,38
2860,2016,70,38
2861,2016,71,32
2862,2016,72,36
2863,2016,73,32
2864,2016,74,26
2865,2016,75,26
2866,2016,76,22
2867,2016,77,28
2868,2016,78,19
2869,2016,79,22
2870,2016,80,21
2871,2016,81,25
2872,2016,82,26
2873,2016,83,23
2874,2016,84,23
2875,2016,85,16
2876,2016,86,19
2877,2016,87,18
2878,2016,88,11
2879,2016,89,12
2880,2017,10,0
2881,2017,11,0
2882,2017,12,0
2883,2017,13,4
2884,2017,14,6
2885,2017,15,13
2886,2017,16,26
2887,2017,17,26
2888,2017,18,44
2889,2017,19,68
2890,2017,20,52
2891,2017,21,48
2892,2017,22,65
2893,2017,23,62
2894,2017,24,63
2895,2017,25,74
2896,2017,26,74
2897,2017,27,86
2898,2017,28,75
2899,2017,29,78
2900,2017,30,78
2901,2017,31,73
2902,2017,32,91
2903,2017,33,101
2904,2017,34,76
2905,2017,35,78
2906,2017,36,97
2907,2017,37,84
2908,2017,38,79
2909,2017,39,81
2910,2017,40,74
2911,2017,41,107
2912,2017,42,92
2913,2017,43,114
2914,2017,44,91
2915,2017,45,123
2916,2017,46,115
2917,2017,47,120
2918,2017,48,114
2919,2017,49,126
2920,2017,50,94
2921,2017,51,123
2922,2017,52,108
2923,2017,53,104
2924,2017,54,108
2925,2017,55,96
2926,2017,56,80
2927,2017,57,103
2928,2017,58,83
2929,2017,59,58
2930,2017,60,69
2931,2017,61,63
2932,2017,62,54
2933,2017,63,63
2934,2017,64,47
2935,2017,65,54
2936,2017,66,55
2937,2017,67,48
2938,2017,68,48
2939,2017,69,41
2940,2017,70,45
2941,2017,71,39
2942,2017,72,34
2943,2017,73,43
2944,2017,74,24
2945,2017,75,37
2946,2017,76,30
2947,2017,77,27
2948,2017,78,33
2949,2017,79,23
2950,2017,80,21
2951,2017,81,12
2952,2017,82,25
2953,2017,83,19
2954,2017,84,15
2955,2017,85,18
2956,2017,86,23
2957,2017,87,14
2958,2017,88,17
2959,2017,89,18
